"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,19.0389104220398"
"smog","numeric","lowerOrEqual,12.3726243116798"
"text_multinomial","numeric","greaterOrEqual,0.00645128088153477"
"text_gaussian","numeric","lowerOrEqual,0.593370333779603"
"text_bernoulli","numeric","greaterOrEqual,2.27353730331417e-13"
"reporter_bugnum","numeric","lowerOrEqual,17.8587334766053"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.967751532214384"
"assignee_recent_bugnum","numeric","lowerOrEqual,10.5751420278102"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957132039570486"
"count_summ_before","numeric","greaterOrEqual,0.00341146136634052"
"wordsDiff","numeric","lowerOrEqual,-0.0768690286204219"
"sp_diff","numeric","lowerOrEqual,0.659402713063173"
"sp_sprint","numeric","lowerOrEqual,4.98976561590098"
"collab_betweenness","numeric","lowerOrEqual,0.263514126512783"
"collab_closeness","numeric","lowerOrEqual,0.402641962600789"
"collab_eigen_vector","numeric","lowerOrEqual,0.40825202410497"
"collab_in_degree","numeric","lowerOrEqual,22.7969603110105"
