"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,50.6886088194459"
"colemanlieu","numeric","lowerOrEqual,14.1846"
"text_multinomial","numeric","greaterOrEqual,0.0281187742400906"
"text_gaussian","numeric","greaterOrEqual,0.0016650278121233"
"text_bernoulli","numeric","greaterOrEqual,7.88614361795582e-05"
"reporter_bugnum","numeric","lowerOrEqual,69.5181846912019"
"reporter_recent_bugnum","numeric","lowerOrEqual,18.6444201664999"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.91098618506107"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.99556054407731"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.863488431158005"
"count_summ_before","numeric","lowerOrEqual,0.685556493699551"
"wordsDiff","numeric","lowerOrEqual,-0.0769626453984529"
"sp_diff","numeric","lowerOrEqual,-0.0424170847982168"
"sp_sprint","numeric","lowerOrEqual,2.99659523367882"
"collab_closeness","numeric","greaterOrEqual,0.528116553841921"
"collab_kcore","numeric","lowerOrEqual,1.99895894830115"
"collab_out_degree","numeric","lowerOrEqual,20.9912552833557"
