"varname","cls","rule"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","lowerOrEqual,2.51628071232699"
"lix","numeric","lowerOrEqual,50.0117752281899"
"text_gaussian","numeric","greaterOrEqual,0.197036446072161"
"text_bernoulli","numeric","greaterOrEqual,0.000398446272586319"
"text_complement","numeric","greaterOrEqual,0.391424759649122"
"reporter_bugnum","numeric","lowerOrEqual,16.9478395786136"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.62037762603723"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.860667440901239"
"assignee_recent_bugnum","numeric","greaterOrEqual,4.06512284930795"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.820345962408978"
"count_comment_before","numeric","lowerOrEqual,-0.332052381010726"
"count_summ_before","numeric","lowerOrEqual,0.587793084792793"
"wordsDiff","numeric","lowerOrEqual,18"
"sp_diff","numeric","lowerOrEqual,-2"
"collab_betweenness","numeric","greaterOrEqual,0.428571428571428"
"collab_closeness","numeric","greaterOrEqual,0.839460713944087"
"collab_in_degree","numeric","lowerOrEqual,6.80296355392784"
