"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","lowerOrEqual,46.6666666666667"
"colemanlieu","numeric","greaterOrEqual,12.2696"
"text_bernoulli","numeric","greaterOrEqual,9.99905717212722e-24"
"text_complement","numeric","greaterOrEqual,0.179055205299385"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.43290497455746"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.971153846153846"
"assignee_bugnum","numeric","lowerOrEqual,34.5"
"assignee_recent_bugnum","numeric","lowerOrEqual,8.91948596946895"
"count_summ_before","numeric","greaterOrEqual,0.00190425757318735"
"sp_sprint","numeric","lowerOrEqual,2.89615241810679"
