"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.99893283611163"
"colemanlieu","numeric","greaterOrEqual,15.90215"
"smog","numeric","greaterOrEqual,13.5792551999414"
"text_gaussian","numeric","greaterOrEqual,0.00106716388836503"
"text_bernoulli","numeric","greaterOrEqual,2.80846806569268e-14"
"text_complement","numeric","greaterOrEqual,0.133213156124255"
"reporter_bugnum","numeric","lowerOrEqual,18.9041499728337"
"reporter_recent_bugnum","numeric","greaterOrEqual,5.00213432777673"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.939971425767769"
"assignee_bugnum","numeric","greaterOrEqual,15.1034124498256"
"assignee_recent_bugnum","numeric","greaterOrEqual,4.05127317085862"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.93975001189356"
"count_summ_before","numeric","lowerOrEqual,0.593363049323671"
"wordsDiff","numeric","lowerOrEqual,7.92661235108972"
"sp_diff","numeric","lowerOrEqual,-0.0848900894634426"
"collab_betweenness","numeric","lowerOrEqual,0.35507034220673"
"collab_closeness","numeric","lowerOrEqual,0.471197393944043"
"collab_in_degree","numeric","greaterOrEqual,23.4811173658818"
"collab_kcore","numeric","lowerOrEqual,1.99473271588795"
