"issue_key","reporter","collab_total_degree","collab_in_degree","collab_out_degree","collab_kcore","collab_clustering_coeff","collab_closeness","collab_betweenness","collab_eigen_vector"
"USERGRID-1033","jeffreyawest",14.0,11.0,3.0,2.0,0.0,1.0,0.2727272727272727,0.707107740499182
"USERGRID-1032","jeffreyawest",14.0,11.0,3.0,2.0,0.0,1.0,0.2727272727272727,0.707107740499182
"USERGRID-1031","jeffreyawest",14.0,11.0,3.0,2.0,0.0,1.0,0.2727272727272727,0.707107740499182
"USERGRID-1029","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799
"USERGRID-1027","greyes",12.0,6.0,6.0,2.0,0.0,0.6666666666666666,0.4583333333333333,0.5773509169792526
"USERGRID-1026","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-1023","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-1022","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-1018","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799
"USERGRID-1016","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799
"USERGRID-1015","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-1013","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-1007","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-1005","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-1000","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-993","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799
"USERGRID-992","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-991","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-950","mrusso",16.0,4.0,12.0,2.0,0.0,0.3076923076923077,0.28846153846153844,0.44721427859331486
"USERGRID-941","djohnson",15.0,8.0,7.0,2.0,0.0,0.6666666666666666,0.40151515151515155,0.5477234095052084
"USERGRID-939","djohnson",15.0,8.0,7.0,2.0,0.0,0.6666666666666666,0.40151515151515155,0.5477234095052084
"USERGRID-938","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-937","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-936","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-933","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-929","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-926","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-921","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-918","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-914","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-912","jeffreyawest",15.0,11.0,4.0,2.0,0.0,0.9166666666666666,0.3106060606060606,0.6546546857380181
"USERGRID-909","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799
"USERGRID-908","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-907","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799
"USERGRID-901","greyes",13.0,6.0,7.0,2.0,0.0,0.6,0.43333333333333335,0.5477232027798169
"USERGRID-900","mrusso",16.0,4.0,12.0,2.0,0.0,0.3076923076923077,0.28846153846153844,0.44721427859331486
"USERGRID-899","mrusso",16.0,4.0,12.0,2.0,0.0,0.3076923076923077,0.28846153846153844,0.44721427859331486
"USERGRID-898","greyes",13.0,6.0,7.0,2.0,0.0,0.6,0.43333333333333335,0.5477232027798169
"USERGRID-895","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-894","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-893","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-892","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-891","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-890","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-889","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-882","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-880","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-878","safeldm",3.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0
"USERGRID-877","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-876","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-875","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-872","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-869","greyes",13.0,6.0,7.0,2.0,0.0,0.6,0.43333333333333335,0.5477232027798169
"USERGRID-862","greyes",13.0,6.0,7.0,2.0,0.0,0.6,0.43333333333333335,0.5477232027798169
"USERGRID-861","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-860","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-858","brandonshelley",6.0,5.0,1.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
"USERGRID-854","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-851","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-840","tnine",9.0,7.0,2.0,2.0,0.0,1.0,0.2857142857142857,0.7071075429271799
"USERGRID-831","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-788","djohnson",16.0,8.0,8.0,2.0,0.0,0.6153846153846154,0.391025641025641,0.5222338118673719
"USERGRID-785","mrusso",16.0,4.0,12.0,2.0,0.0,0.3076923076923077,0.28846153846153844,0.44721427859331486
"USERGRID-780","mrusso",16.0,4.0,12.0,2.0,0.0,0.3076923076923077,0.28846153846153844,0.44721427859331486
"USERGRID-779","mrusso",16.0,4.0,12.0,2.0,0.0,0.3076923076923077,0.28846153846153844,0.44721427859331486
"USERGRID-778","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-777","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-772","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-771","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-767","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-766","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-765","jeffreyawest",19.0,13.0,6.0,2.0,0.0,0.8666666666666667,0.3523809523809524,0.6324561667413304
"USERGRID-760","djohnson",17.0,8.0,9.0,2.0,0.0,0.5714285714285714,0.37912087912087916,0.5000008333209791
"USERGRID-759","jeffreyawest",20.0,13.0,7.0,2.0,0.0,0.8125,0.3625,0.6030233310025643
"USERGRID-757","safeldm",5.0,3.0,2.0,1.0,0.0,0.6,0.30000000000000004,0.0
"USERGRID-755","jeffreyawest",20.0,13.0,7.0,2.0,0.0,0.8125,0.3625,0.6030233310025643
"USERGRID-754","jeffreyawest",20.0,13.0,7.0,2.0,0.0,0.8125,0.3625,0.6030233310025643
"USERGRID-752","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-751","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-748","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-746","djohnson",18.0,9.0,9.0,2.0,0.0,0.6428571428571429,0.42307692307692313,0.5547007217580574
"USERGRID-745","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-744","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-740","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-739","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-738","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-729","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-726","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-725","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-724","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-720","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-719","jeffreyawest",22.0,13.0,9.0,2.0,0.0,0.8125,0.46249999999999997,0.6324567003846989
"USERGRID-716","rbridges",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-715","rbridges",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-714","rbridges",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-713","rbridges",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-709","rbridges",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-708","rbridges",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-707","greyes",16.0,7.0,9.0,2.0,0.0,0.5833333333333334,0.44696969696969696,0.5547006244371248
"USERGRID-706","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-705","djohnson",18.0,9.0,9.0,2.0,0.0,0.6428571428571429,0.42307692307692313,0.5547007217580574
"USERGRID-704","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-703","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-702","greyes",16.0,7.0,9.0,2.0,0.0,0.5833333333333334,0.44696969696969696,0.5547006244371248
"USERGRID-700","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-699","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-698","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-697","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-695","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-693","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-692","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-690","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-689","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-688","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-687","greyes",16.0,7.0,9.0,2.0,0.0,0.5833333333333334,0.44696969696969696,0.5547006244371248
"USERGRID-686","greyes",16.0,7.0,9.0,2.0,0.0,0.5833333333333334,0.44696969696969696,0.5547006244371248
"USERGRID-685","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-680","djohnson",19.0,9.0,10.0,2.0,0.0,0.6,0.40952380952380957,0.5345230063176811
"USERGRID-679","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-678","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-677","greyes",16.0,7.0,9.0,2.0,0.0,0.5833333333333334,0.44696969696969696,0.5547006244371248
"USERGRID-676","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-675","greyes",16.0,7.0,9.0,2.0,0.0,0.5833333333333334,0.44696969696969696,0.5547006244371248
"USERGRID-672","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-671","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-670","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-669","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-667","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-666","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-664","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-663","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-662","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-661","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-660","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-659","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-654","djohnson",19.0,9.0,10.0,2.0,0.0,0.6,0.40952380952380957,0.5345230063176811
"USERGRID-652","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-647","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-645","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-644","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-643","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-642","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-641","safeldm",7.0,4.0,3.0,2.0,0.0,0.8,0.5,0.63245604027694
"USERGRID-640","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-639","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-637","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-636","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-635","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-634","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-632","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-631","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-630","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-629","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-628","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-626","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-625","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-624","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-623","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-622","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-621","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-618","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-614","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-613","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-612","safeldm",8.0,5.0,3.0,2.0,0.0,0.8333333333333334,0.43333333333333335,0.6324561755430423
"USERGRID-609","safeldm",8.0,5.0,3.0,2.0,0.0,0.8333333333333334,0.43333333333333335,0.6324561755430423
"USERGRID-608","safeldm",8.0,5.0,3.0,2.0,0.0,0.8333333333333334,0.43333333333333335,0.6324561755430423
"USERGRID-607","safeldm",8.0,5.0,3.0,2.0,0.0,0.8333333333333334,0.43333333333333335,0.6324561755430423
"USERGRID-606","safeldm",8.0,5.0,3.0,2.0,0.0,0.8333333333333334,0.43333333333333335,0.6324561755430423
"USERGRID-602","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-601","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-598","safeldm",8.0,5.0,3.0,2.0,0.0,0.8333333333333334,0.43333333333333335,0.6324561755430423
"USERGRID-596","jeffreyawest",23.0,14.0,9.0,2.0,0.0,0.8235294117647058,0.4411764705882353,0.6324567334981489
"USERGRID-593","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-592","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-589","tnine",10.0,7.0,3.0,2.0,0.0,1.0,0.42857142857142855,0.7071074824489484
"USERGRID-588","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-587","safeldm",8.0,5.0,3.0,2.0,0.0,0.8333333333333334,0.43333333333333335,0.6324561755430423
"USERGRID-586","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-585","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-584","greyes",17.0,7.0,10.0,2.0,0.0,0.5384615384615384,0.4230769230769231,0.5345229095597075
"USERGRID-582","safeldm",8.0,5.0,3.0,2.0,0.0,0.8333333333333334,0.43333333333333335,0.6324561755430423
"USERGRID-581","greyes",17.0,7.0,10.0,2.0,0.0,0.5384615384615384,0.4230769230769231,0.5345229095597075
"USERGRID-579","pandacat",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
"USERGRID-578","safeldm",9.0,6.0,3.0,2.0,0.0,1.0,0.5,0.7071073762188261
"USERGRID-576","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-575","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-572","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-568","safeldm",9.0,6.0,3.0,2.0,0.0,1.0,0.5,0.7071073762188261
"USERGRID-567","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-563","djohnson",20.0,10.0,10.0,2.0,0.0,0.625,0.4,0.5345230426019265
"USERGRID-561","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-560","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-559","tnine",11.0,7.0,4.0,2.0,0.0,1.0,0.5714285714285714,0.7071071754223778
"USERGRID-556","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-555","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-550","safeldm",9.0,6.0,3.0,2.0,0.0,1.0,0.5,0.7071073762188261
"USERGRID-549","safeldm",10.0,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.7071071138230264
"USERGRID-548","greyes",18.0,8.0,10.0,2.0,0.0,0.6153846153846154,0.4807692307692307,0.577349675552659
"USERGRID-546","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-545","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-544","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
"USERGRID-543","jeffreyawest",24.0,15.0,9.0,2.0,0.0,0.8823529411764706,0.47058823529411764,0.661438527106328
