"collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","issue_key","reporter"
0.18131868131868134,0.21428571428571427,0.0,0.0,3.0,1.0,11.0,14.0,"TESB-24596","dlenzen"
0.22058823529411764,0.29411764705882354,0.0,0.0,5.0,1.0,12.0,17.0,"TESB-24409","dlenzen"
0.30303030303030304,0.3939393939393939,0.0,0.4082501450672781,13.0,2.0,25.0,38.0,"TESB-22887","dlenzen"
0.30303030303030304,0.3939393939393939,0.0,0.4082501450672781,13.0,2.0,25.0,38.0,"TESB-22886","dlenzen"
0.30303030303030304,0.3939393939393939,0.0,0.4082501450672781,13.0,2.0,25.0,38.0,"TESB-22880","dlenzen"
0.30303030303030304,0.3939393939393939,0.0,0.4082501450672781,13.0,2.0,25.0,38.0,"TESB-22860","dlenzen"
0.3186813186813187,0.7142857142857143,0.0,0.5000023006215096,10.0,2.0,6.0,16.0,"TESB-22826","xlding"
0.43859649122807015,0.6842105263157895,0.0,0.5773514542496396,13.0,2.0,12.0,25.0,"TESB-22594","hhyang"
0.26666666666666666,0.3333333333333333,0.0,0.0,2.0,1.0,4.0,6.0,"TESB-22210","nrousseau"
0.29445234708392604,0.3684210526315789,0.0,0.4082457436483505,14.0,2.0,30.0,44.0,"TESB-22156","dlenzen"
0.27714285714285714,0.32,0.0,0.41602873884688146,16.0,2.0,43.0,59.0,"TESB-20982","dlenzen"
0.15441176470588236,0.17647058823529413,0.0,0.0,3.0,1.0,14.0,17.0,"TESB-20972","dmuliyil"
0.23809523809523808,0.7142857142857143,0.0,0.0,5.0,1.0,2.0,7.0,"TESB-20963","slysenko"
0.27714285714285714,0.32,0.0,0.41602873884688146,16.0,2.0,43.0,59.0,"TESB-20954","dlenzen"
0.2831372549019608,0.3333333333333333,0.0,0.41602882173289474,17.0,2.0,43.0,60.0,"TESB-20841","dlenzen"
0.4142857142857143,0.7142857142857143,0.0,0.5773515175740659,15.0,2.0,12.0,27.0,"TESB-20835","xlding"
0.4142857142857143,0.7142857142857143,0.0,0.5773515175740659,15.0,2.0,12.0,27.0,"TESB-20826","xlding"
0.2831372549019608,0.3333333333333333,0.0,0.41602882173289474,17.0,2.0,43.0,60.0,"TESB-20618","dlenzen"
0.2831372549019608,0.3333333333333333,0.0,0.41602882173289474,17.0,2.0,43.0,60.0,"TESB-20617","dlenzen"
0.2831372549019608,0.3333333333333333,0.0,0.41602882173289474,17.0,2.0,43.0,60.0,"TESB-20615","dlenzen"
0.2831372549019608,0.3333333333333333,0.0,0.41602882173289474,17.0,2.0,43.0,60.0,"TESB-20614","dlenzen"
0.2831372549019608,0.3333333333333333,0.0,0.41602882173289474,17.0,2.0,43.0,60.0,"TESB-20613","dlenzen"
0.278657616892911,0.3269230769230769,0.0,0.41208534595312696,17.0,2.0,44.0,61.0,"TESB-20466","dlenzen"
0.278657616892911,0.3269230769230769,0.0,0.41208534595312696,17.0,2.0,44.0,61.0,"TESB-20414","dlenzen"
