"collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","issue_key","reporter"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APSTUD-8257","patroklo"
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"APSTUD-8061","vsercu"
0.15441176470588236,0.17647058823529413,0.0,0.0,3.0,1.0,14.0,17.0,"APSTUD-8026","mxia"
0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,"APSTUD-7638","victor-homyakov"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APSTUD-7634","newms87"
0.23320158102766797,0.30434782608695654,0.0,0.23570735558753217,7.0,2.0,17.0,24.0,"APSTUD-7594","cwilliams"
0.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,"APSTUD-7579","fzadrozny"
0.23320158102766797,0.30434782608695654,0.0,0.23570735558753217,7.0,2.0,17.0,24.0,"APSTUD-7576","cwilliams"
0.23320158102766797,0.30434782608695654,0.0,0.23570735558753217,7.0,2.0,17.0,24.0,"APSTUD-7575","cwilliams"
0.23320158102766797,0.30434782608695654,0.0,0.23570735558753217,7.0,2.0,17.0,24.0,"APSTUD-7572","cwilliams"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APSTUD-7524","farfromrefuge"
0.0,1.0,0.0,0.0,5.0,1.0,0.0,5.0,"APSTUD-7512","fzadrozny"
0.0,1.0,0.0,0.0,5.0,1.0,0.0,5.0,"APSTUD-7500","fzadrozny"
0.21384615384615385,0.2692307692307692,0.0,0.21822264710914763,7.0,2.0,20.0,27.0,"APSTUD-7442","cwilliams"
0.21384615384615385,0.2692307692307692,0.0,0.21822264710914763,7.0,2.0,20.0,27.0,"APSTUD-7438","cwilliams"
0.21384615384615385,0.2692307692307692,0.0,0.21822264710914763,7.0,2.0,20.0,27.0,"APSTUD-7410","cwilliams"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APSTUD-7367","wat2donext"
0.0,1.0,0.0,0.0,16.0,1.0,0.0,16.0,"APSTUD-7366","leo.unglaub"
0.010831675665435256,0.010869565217391304,0.0,0.08071930725645411,5.0,2.0,458.0,463.0,"APSTUD-7358","ingo"
0.010831675665435256,0.010869565217391304,0.0,0.08071930725645411,5.0,2.0,458.0,463.0,"APSTUD-7352","ingo"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"APSTUD-7339","thekar"
0.23529411764705882,0.29411764705882354,0.0,0.267266291058193,5.0,2.0,13.0,18.0,"APSTUD-7330","fzadrozny"
0.1023391812865497,0.9473684210526315,0.0,0.5773555241129172,18.0,2.0,2.0,20.0,"APSTUD-7324","leo.unglaub"
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"APSTUD-7318","sebfroh"
0.0,1.0,0.0,0.0,11.0,1.0,0.0,11.0,"APSTUD-7311","donwinchell@pbnet.com"
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,"APSTUD-7297","nle"
0.010808261812694519,0.010845986984815618,0.0,0.0806319020798234,5.0,2.0,459.0,464.0,"APSTUD-7286","ingo"
0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,"APSTUD-7277","mikey0000"
0.010715609936967,0.010752688172043012,0.0,0.08028509936705518,5.0,2.0,463.0,468.0,"APSTUD-7252","ingo"
0.010715609936967,0.010752688172043012,0.0,0.08028509936705518,5.0,2.0,463.0,468.0,"APSTUD-7251","ingo"
0.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,"APSTUD-7247","klindsey"
0.0,1.0,0.0,0.0,4.0,1.0,0.0,4.0,"APSTUD-7246","klindsey"
0.01069269463288569,0.01072961373390558,0.0,0.0801990956364419,5.0,2.0,464.0,469.0,"APSTUD-7240","ingo"
0.01069269463288569,0.01072961373390558,0.0,0.0801990956364419,5.0,2.0,464.0,469.0,"APSTUD-7239","ingo"
0.01069269463288569,0.01072961373390558,0.0,0.0801990956364419,5.0,2.0,464.0,469.0,"APSTUD-7238","ingo"
0.01069269463288569,0.01072961373390558,0.0,0.08019909563644188,5.0,2.0,464.0,469.0,"APSTUD-7219","ingo"
