"collab_betweenness","collab_closeness","collab_clustering_coeff","collab_eigen_vector","collab_in_degree","collab_kcore","collab_out_degree","collab_total_degree","issue_key","reporter"
0.224156088715302,0.24067164179104478,0.0,0.3945685034511576,129.0,2.0,499.0,628.0,"MDL-55173","dobedobedoh"
0.17361554602682236,0.18851251840942562,0.0,0.32534188056812763,128.0,2.0,625.0,753.0,"MDL-55126","marina"
0.16995418074762092,0.1841726618705036,0.0,0.32168102271424515,128.0,2.0,641.0,769.0,"MDL-54988","marina"
0.20673076923076922,0.2203742203742204,0.0,0.37973146269166547,106.0,2.0,451.0,557.0,"MDL-54984","stronk7"
0.0,1.0,0.0,0.0,12.0,1.0,0.0,12.0,"MDL-54915","gormster"
0.14184397163120566,0.8333333333333334,0.0,0.0,40.0,1.0,8.0,48.0,"MDL-54847","brian.winstead"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53196","fred"
0.16178334668900707,0.16711590296495957,0.0,0.3496245601754956,62.0,2.0,359.0,421.0,"MDL-53195","jpataleta"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53194","fred"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53193","fred"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53192","fred"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53190","fred"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53189","fred"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53188","fred"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53187","fred"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53186","fred"
0.24586819907920826,0.27106227106227104,0.0,0.4047632878735056,148.0,2.0,495.0,643.0,"MDL-53185","damyon"
0.36240116935751776,0.5114942528735632,0.0,0.4858144003740194,89.0,2.0,123.0,212.0,"MDL-53182","fred"
