"issue_key","issuetype","created","reporter","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate"
"TESB-24596","New Feature","2019-01-10T09:18:52.000-0600","dlenzen","dlenzen",120,1,0.9173553719008265,120,1,0.9173553719008265,0,0,0
"TESB-24409","New Feature","2018-12-12T07:38:32.000-0600","dlenzen","dlenzen",119,0,0.9173553719008265,119,0,0.9173553719008265,0,0,0
"TESB-22887","New Feature","2018-07-26T15:03:40.000-0500","dlenzen","dlenzen",118,4,0.9173553719008265,118,4,0.9173553719008265,0,0,0
"TESB-22886","New Feature","2018-07-26T15:02:16.000-0500","dlenzen","dlenzen",117,3,0.9173553719008265,117,3,0.9173553719008265,0,0,0
"TESB-22880","New Feature","2018-07-26T14:53:00.000-0500","dlenzen","dlenzen",116,2,0.9173553719008265,116,2,0.9173553719008265,0,0,0
"TESB-22860","New Feature","2018-07-24T11:06:19.000-0500","dlenzen","dlenzen",115,1,0.9173553719008265,115,1,0.9173553719008265,0,0,0
"TESB-22826","Bug","2018-07-23T23:30:26.000-0500","xlding","xlding",6,0,1.0,6,0,1.0,0,0,0
"TESB-22594","Bug","2018-06-29T06:29:14.000-0500","hhyang","hhyang",5,0,1.0,5,0,1.0,0,0,0
"TESB-22210","New Feature","2018-05-21T03:10:29.000-0500","nrousseau","nrousseau",0,0,1.0,0,0,1.0,0,0,0
"TESB-22156","New Feature","2018-05-11T09:34:23.000-0500","dlenzen","dlenzen",114,0,0.9173553719008265,114,0,0.9173553719008265,0,0,0
"TESB-20982","New Feature","2017-12-21T02:40:20.000-0600","dlenzen","dlenzen",113,8,0.9173553719008265,113,8,0.9173553719008265,0,0,0
"TESB-20972","Work Item","2017-12-19T04:22:56.000-0600","dmuliyil","dmuliyil",3,0,1.0,3,0,1.0,0,0,0
"TESB-20963","Work Item","2017-12-18T16:13:39.000-0600","slysenko","slysenko",0,0,1.0,0,0,1.0,0,0,0
"TESB-20954","New Feature","2017-12-18T05:53:19.000-0600","dlenzen","dlenzen",112,7,0.9173553719008265,112,7,0.9173553719008265,0,0,0
"TESB-20841","New Feature","2017-11-28T02:17:13.000-0600","dlenzen","dlenzen",111,8,0.9173553719008265,111,8,0.9173553719008265,0,0,0
"TESB-20835","Work Item","2017-11-28T02:00:09.000-0600","xlding","xlding",5,1,1.0,5,1,1.0,0,0,0
"TESB-20826","Bug","2017-11-25T03:38:12.000-0600","xlding","xlding",4,0,1.0,4,0,1.0,0,0,0
"TESB-20618","New Feature","2017-10-26T02:12:58.000-0500","dlenzen","dlenzen",110,7,0.9173553719008265,110,7,0.9173553719008265,0,0,0
"TESB-20617","New Feature","2017-10-26T02:06:14.000-0500","dlenzen","dlenzen",109,6,0.9173553719008265,109,6,0.9173553719008265,0,0,0
"TESB-20615","New Feature","2017-10-26T02:01:57.000-0500","dlenzen","dlenzen",108,5,0.9173553719008265,108,5,0.9173553719008265,0,0,0
"TESB-20614","New Feature","2017-10-26T02:00:13.000-0500","dlenzen","dlenzen",107,4,0.9173553719008265,107,4,0.9173553719008265,0,0,0
"TESB-20613","New Feature","2017-10-26T01:59:02.000-0500","dlenzen","dlenzen",106,3,0.9173553719008265,106,3,0.9173553719008265,0,0,0
"TESB-20466","New Feature","2017-09-25T14:03:12.000-0500","dlenzen","dlenzen",105,11,0.9173553719008265,105,11,0.9173553719008265,0,0,0
"TESB-20414","New Feature","2017-09-15T04:15:18.000-0500","dlenzen","dlenzen",104,10,0.9173553719008265,104,10,0.9173553719008265,0,0,0
"TESB-20333","New Feature","2017-08-30T14:49:33.000-0500","dlenzen","dlenzen",103,9,0.9173553719008265,103,9,0.9173553719008265,0,0,0
"TESB-20131","New Feature","2017-07-27T02:22:19.000-0500","dlenzen","dlenzen",102,10,0.9173553719008265,102,10,0.9173553719008265,0,0,0
"TESB-20125","New Feature","2017-07-26T13:57:20.000-0500","dlenzen","dlenzen",101,9,0.9173553719008265,101,9,0.9173553719008265,0,0,0
"TESB-20124","New Feature","2017-07-26T13:50:41.000-0500","dlenzen","dlenzen",100,8,0.9173553719008265,100,8,0.9173553719008265,0,0,0
"TESB-20123","New Feature","2017-07-26T13:45:29.000-0500","dlenzen","dlenzen",99,7,0.9173553719008265,99,7,0.9173553719008265,0,0,0
"TESB-20122","New Feature","2017-07-26T13:43:28.000-0500","dlenzen","dlenzen",98,6,0.9173553719008265,98,6,0.9173553719008265,0,0,0
"TESB-20121","New Feature","2017-07-26T13:39:35.000-0500","dlenzen","dlenzen",97,5,0.9173553719008265,97,5,0.9173553719008265,0,0,0
"TESB-20120","New Feature","2017-07-26T13:37:26.000-0500","dlenzen","dlenzen",96,4,0.9173553719008265,96,4,0.9173553719008265,0,0,0
"TESB-20119","New Feature","2017-07-26T13:29:04.000-0500","dlenzen","dlenzen",95,3,0.9173553719008265,95,3,0.9173553719008265,0,0,0
"TESB-20115","Work Item","2017-07-26T03:48:43.000-0500","dlenzen","dlenzen",94,2,0.9173553719008265,94,2,0.9173553719008265,0,0,0
"TESB-19560","New Feature","2017-05-12T08:01:28.000-0500","dlenzen","dlenzen",93,7,0.9173553719008265,93,7,0.9173553719008265,0,0,0
"TESB-19466","Bug","2017-05-04T02:48:10.000-0500","hhyang","hhyang",4,1,1.0,4,1,1.0,0,0,1.0
"TESB-19464","Work Item","2017-05-04T02:14:13.000-0500","dmuliyil","dmuliyil",2,1,1.0,2,1,1.0,0,0,0
"TESB-19461","Work Item","2017-05-03T13:03:01.000-0500","dmuliyil","dmuliyil",1,0,1.0,1,0,1.0,0,0,0
"TESB-19459","Change request","2017-05-03T04:20:01.000-0500","dlenzen","dlenzen",92,6,0.9173553719008265,92,6,0.9173553719008265,0,0,0
"TESB-19342","Bug","2017-04-18T01:22:39.000-0500","vbogatyrov","vbogatyrov",0,0,1.0,0,0,1.0,0,0,1.0
"TESB-19339","Bug","2017-04-17T01:41:11.000-0500","hhyang","hhyang",3,0,1.0,3,0,1.0,0,0,1.0
"TESB-19264","Change request","2017-04-07T04:55:55.000-0500","dlenzen","dlenzen",91,13,0.9173553719008265,91,13,0.9173553719008265,0,0,0
"TESB-19252","Work Item","2017-04-06T07:55:54.000-0500","dlenzen","dlenzen",90,12,0.9173553719008265,90,12,0.9173553719008265,0,0,0
"TESB-19158","Work Item","2017-03-22T05:18:16.000-0500","dlenzen","dlenzen",89,11,0.9173553719008265,89,11,0.9173553719008265,0,0,0
"TESB-19157","Work Item","2017-03-22T05:14:43.000-0500","dlenzen","dlenzen",88,10,0.9173553719008265,88,10,0.9173553719008265,0,0,0
"TESB-19153","Bug","2017-03-22T03:59:24.000-0500","jbernhardt","jbernhardt",12,0,1.0,12,0,1.0,0,0,0
"TESB-19140","New Feature","2017-03-21T11:58:36.000-0500","dlenzen","dlenzen",87,9,0.9173553719008265,87,9,0.9173553719008265,0,0,0
"TESB-19115","Bug","2017-03-20T03:06:50.000-0500","tsteinborn","tsteinborn",1,0,1.0,1,0,1.0,3,0,1.0
