"issue_key","issuetype","created","reporter","sp_estimator","reporter_bugnum","reporter_recent_bugnum","reporter_stable_sp_rate","estimator_bugnum","estimator_recent_bugnum","estimator_stable_sp_rate","assignee_bugnum","assignee_recent_bugnum","assignee_stable_sp_rate"
"CLOV-1956","Bug","2016-06-21T13:17:27.000+0000","mparfianowicz","mparfianowicz",132,2,0.7819548872180451,132,2,0.7819548872180451,0,0,0
"CLOV-1953","Bug","2016-06-21T04:33:35.000+0000","mparfianowicz","mparfianowicz",131,1,0.7819548872180451,131,1,0.7819548872180451,0,0,0
"CLOV-1951","Improvement","2016-06-15T10:14:15.000+0000","mparfianowicz","mparfianowicz",130,0,0.7819548872180451,130,0,0.7819548872180451,0,0,0
"CLOV-1892","New Feature","2016-02-18T11:45:43.000+0000","glewandowski","glewandowski",13,9,0.6428571428571429,13,9,0.6428571428571429,0,0,0
"CLOV-1890","New Feature","2016-02-18T11:38:24.000+0000","glewandowski","glewandowski",12,8,0.6428571428571429,12,8,0.6428571428571429,0,0,0
"CLOV-1888","New Feature","2016-02-18T10:58:23.000+0000","glewandowski","glewandowski",11,7,0.6428571428571429,11,7,0.6428571428571429,0,0,0
"CLOV-1887","New Feature","2016-02-18T10:53:04.000+0000","glewandowski","glewandowski",10,6,0.6428571428571429,10,6,0.6428571428571429,3,0,0.75
"CLOV-1884","Bug","2016-02-12T06:07:02.000+0000","mparfianowicz","mparfianowicz",129,1,0.7819548872180451,129,1,0.7819548872180451,130,0,0.7480916030534351
"CLOV-1861","Task","2015-12-08T14:29:12.000+0000","glewandowski","glewandowski",9,7,0.6428571428571429,9,7,0.6428571428571429,0,0,0
"CLOV-1859","Improvement","2015-12-08T12:35:05.000+0000","glewandowski","glewandowski",8,6,0.6428571428571429,8,6,0.6428571428571429,0,0,0
"CLOV-1852","Task","2015-12-04T11:35:15.000+0000","glewandowski","glewandowski",5,3,0.6428571428571429,5,3,0.6428571428571429,0,0,0
"CLOV-1848","Task","2015-12-03T13:19:10.000+0000","glewandowski","glewandowski",4,2,0.6428571428571429,4,2,0.6428571428571429,0,0,0
"CLOV-1834","Bug","2015-11-03T23:04:34.000+0000","yugeshreddy88877890536","yugeshreddy88877890536",0,0,0.0,0,0,0.0,0,0,0
"CLOV-1827","Improvement","2015-10-28T15:32:20.000+0000","mparfianowicz","mparfianowicz",127,7,0.7819548872180451,127,7,0.7819548872180451,129,3,0.7480916030534351
"CLOV-1825","Improvement","2015-10-26T10:40:38.000+0000","mparfianowicz","mparfianowicz",126,6,0.7819548872180451,126,6,0.7819548872180451,128,2,0.7480916030534351
"CLOV-1824","Task","2015-10-23T12:37:35.000+0000","mparfianowicz","mparfianowicz",125,5,0.7819548872180451,125,5,0.7819548872180451,127,1,0.7480916030534351
"CLOV-1817","Improvement","2015-10-22T13:09:41.000+0000","mparfianowicz","mparfianowicz",124,4,0.7819548872180451,124,4,0.7819548872180451,126,1,0.7480916030534351
"CLOV-1804","Improvement","2015-10-07T06:36:42.000+0000","glewandowski","glewandowski",3,1,0.6428571428571429,3,1,0.6428571428571429,3,2,0.75
"CLOV-1797","Improvement","2015-09-25T12:04:53.000+0000","glewandowski","glewandowski",2,1,0.6428571428571429,2,1,0.6428571428571429,2,1,0.75
"CLOV-1794","Improvement","2015-09-21T11:42:48.000+0000","mparfianowicz","mparfianowicz",123,5,0.7819548872180451,123,5,0.7819548872180451,11,2,0.8333333333333334
"CLOV-1793","Improvement","2015-09-21T11:42:04.000+0000","mparfianowicz","mparfianowicz",122,4,0.7819548872180451,122,4,0.7819548872180451,2,2,0.75
"CLOV-1792","Improvement","2015-09-21T11:39:52.000+0000","mparfianowicz","mparfianowicz",121,3,0.7819548872180451,121,3,0.7819548872180451,10,1,0.8333333333333334
"CLOV-1780","Improvement","2015-08-13T07:32:59.000+0000","mparfianowicz","mparfianowicz",120,2,0.7819548872180451,120,2,0.7819548872180451,9,0,0.8333333333333334
"CLOV-1779","Bug","2015-08-05T15:40:06.000+0000","jjathman","jjathman",0,0,1.0,0,0,1.0,1,1,0.75
"CLOV-1776","Bug","2015-07-27T05:46:26.000+0000","ronan4","ronan4",0,0,1.0,0,0,1.0,1,1,0.75
"CLOV-1775","Improvement","2015-07-24T14:08:06.000+0000","jwesley","jwesley",0,0,0.0,0,0,0.0,125,2,0.7480916030534351
"CLOV-1771","Task","2015-07-17T10:10:57.000+0000","mparfianowicz","mparfianowicz",119,1,0.7819548872180451,119,1,0.7819548872180451,124,1,0.7480916030534351
"CLOV-1766","Bug","2015-07-08T12:57:36.000+0000","mparfianowicz","mparfianowicz",118,1,0.7819548872180451,118,1,0.7819548872180451,123,0,0.7480916030534351
"CLOV-1761","New Feature","2015-07-02T06:32:23.000+0000","glewandowski","glewandowski",1,1,0.6428571428571429,1,1,0.6428571428571429,0,0,0.75
"CLOV-1757","Improvement","2015-06-22T08:03:39.000+0000","glewandowski","glewandowski",0,0,0.6428571428571429,0,0,0.6428571428571429,0,0,0.75
"CLOV-1679","Bug","2015-04-15T08:19:43.000+0000","mparfianowicz","mparfianowicz",117,8,0.7819548872180451,117,8,0.7819548872180451,8,3,0.8333333333333334
"CLOV-1675","Task","2015-03-31T19:32:32.000+0000","mparfianowicz","mparfianowicz",116,8,0.7819548872180451,116,8,0.7819548872180451,7,2,0.8333333333333334
"CLOV-1672","Task","2015-03-30T09:56:50.000+0000","mparfianowicz","mparfianowicz",115,7,0.7819548872180451,115,7,0.7819548872180451,6,1,0.8333333333333334
"CLOV-1657","Bug","2015-03-03T10:57:57.000+0000","mparfianowicz","mparfianowicz",114,8,0.7819548872180451,114,8,0.7819548872180451,122,7,0.7480916030534351
"CLOV-1644","Task","2015-02-19T15:07:27.000+0000","mparfianowicz","mparfianowicz",113,7,0.7819548872180451,113,7,0.7819548872180451,121,6,0.7480916030534351
"CLOV-1632","Improvement","2015-02-10T14:33:38.000+0000","mparfianowicz","mparfianowicz",112,7,0.7819548872180451,112,7,0.7819548872180451,120,6,0.7480916030534351
"CLOV-1613","Bug","2015-01-27T13:38:02.000+0000","mparfianowicz","mparfianowicz",111,7,0.7819548872180451,111,7,0.7819548872180451,119,6,0.7480916030534351
"CLOV-1610","Improvement","2015-01-26T10:30:35.000+0000","mparfianowicz","mparfianowicz",110,6,0.7819548872180451,110,6,0.7819548872180451,117,4,0.7480916030534351
"CLOV-1608","Improvement","2015-01-17T13:13:37.000+0000","mparfianowicz","mparfianowicz",109,5,0.7819548872180451,109,5,0.7819548872180451,5,1,0.8333333333333334
"CLOV-1605","Improvement","2015-01-09T11:15:27.000+0000","mparfianowicz","mparfianowicz",108,7,0.7819548872180451,108,7,0.7819548872180451,116,5,0.7480916030534351
"CLOV-1596","Sub-task","2014-12-27T13:07:04.000+0000","mparfianowicz","mparfianowicz",107,9,0.7819548872180451,107,9,0.7819548872180451,4,0,0.8333333333333334
"CLOV-1595","Bug","2014-12-27T12:20:56.000+0000","mparfianowicz","mparfianowicz",106,8,0.7819548872180451,106,8,0.7819548872180451,115,7,0.7480916030534351
"CLOV-1584","Improvement","2014-11-15T11:53:31.000+0000","mparfianowicz","mparfianowicz",105,14,0.7819548872180451,105,14,0.7819548872180451,114,13,0.7480916030534351
"CLOV-1582","Task","2014-11-12T14:06:53.000+0000","mparfianowicz","mparfianowicz",104,13,0.7819548872180451,104,13,0.7819548872180451,113,12,0.7480916030534351
"CLOV-1572","Bug","2014-10-13T11:56:40.000+0000","mparfianowicz","mparfianowicz",103,16,0.7819548872180451,103,16,0.7819548872180451,112,16,0.7480916030534351
"CLOV-1570","Bug","2014-10-13T08:50:02.000+0000","mparfianowicz","mparfianowicz",102,15,0.7819548872180451,102,15,0.7819548872180451,111,15,0.7480916030534351
"CLOV-1569","Bug","2014-10-13T08:48:15.000+0000","mparfianowicz","mparfianowicz",101,14,0.7819548872180451,101,14,0.7819548872180451,0,0,1.0
